,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,21000.0,3197000.0,26718000.0,17369000.0,18933000.0,14871000.0,37942000.0,28699000.0,21184000.0
net_income,0.0,-9513000.0,-12610000.0,-13068000.0,-12897000.0,-13300000.0,-14878000.0,-15714000.0,-17441000.0
long_term_assets,0.0,160000.0,65000.0,80000.0,69000.0,237000.0,1321000.0,7052000.0,5127000.0
depreication,0.0,10000.0,15000.0,19000.0,33000.0,44000.0,41000.0,67000.0,77000.0
revenue,0.0,0.0,0.0,110000.0,246000.0,533000.0,62000.0,400000.0,382000.0
eps_diluted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,-0.75
