,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,4401000.0,10119000.0,17681000.0,27124000.0,58261000.0,71766000.0,562548000.0,247951000.0
revenue,0.0,27371000.0,36506000.0,74643000.0,107524000.0,156624000.0,259751000.0,388832000.0
net_income,0.0,1031000.0,-318000.0,6574000.0,18894000.0,18780000.0,37757000.0,39263000.0
eps_diluted,0.0,0.18,-0.05,0.37,0.99,0.3,0.58,0.59
long_term_debt,0.0,17069000.0,21817000.0,46140000.0,53502000.0,122478000.0,231306000.0,417223000.0
long_term_assets,0.0,4120000.0,4977000.0,7019000.0,19307000.0,80601000.0,99245000.0,271694000.0
depreication,0.0,187000.0,271000.0,417000.0,788000.0,1055000.0,2353000.0,5366000.0
