,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
revenue,0.0,0.0,0,0.0,7305902.0,156398231.0,840629347.0,416427000.0,924171000.0,1793368000.0
net_income,-33265.0,-135595.0,-3727,-224578.0,-8573323.0,-25181817.0,-45177053.0,-24999000.0,-9725000.0,-261513000.0
cash_and_equiv,2086.0,1563.0,3713,1350580.0,9170652.0,9134902.0,49660.0,1467000.0,48974000.0,48579000.0
long_term_assets,0.0,4750.0,2692,45515.0,5261525.0,31387201.0,39592347.0,39249000.0,727608000.0,595728000.0
depreication,0.0,950.0,158,1900.0,668467.0,984006.0,1786426.0,2143000.0,6103000.0,23079000.0
eps_diluted,0.0,0.0,0,-0.04,0.0,0.0,0.0,-11.44,-1.41,-16.48
