,2018,2019,2020,2021,2022
revenue,296910000.0,126148000.0,190205000.0,645274000.0,459072000.0
depreication,200000.0,300000.0,300000.0,0.0,0.0
cash_and_equiv,0.0,10028000.0,23554000.0,50564000.0,14542000.0
long_term_debt,0.0,144577000.0,290123000.0,271015000.0,259962000.0
long_term_assets,0.0,37909000.0,82538000.0,152698000.0,89661000.0
net_income,0.0,0.0,-4366000.0,-5275000.0,-57666000.0
eps_diluted,0.0,0.0,-0.14,-0.19,-1.37
