,2017,2018,2019,2020,2021,2022,2023
net_income,-32778000.0,-26014000.0,-26217000.0,-9727000.0,-29261000.0,-86404000.0,-21419000.0
depreication,2513000.0,8861000.0,27336000.0,56390000.0,70113000.0,74395000.0,15873000.0
long_term_debt,0.0,254596000.0,380006000.0,599052000.0,908213000.0,966179000.0,972440000.0
long_term_assets,0.0,112768000.0,295157000.0,304013000.0,326818000.0,299644000.0,294017000.0
eps_diluted,0.0,0.0,-1.14,-0.72,-0.87,-0.71,-0.16
revenue,0.0,0.0,0.0,656780000.0,637611000.0,470743000.0,119777000.0
