,2019,2020,2021,2022
cash_and_equiv,91579.0,247892.0,197255,0.0
revenue,0.0,24582.0,5546,11133.0
net_income,0.0,-6272910.0,2795771,905944.0
long_term_debt,0.0,1429208.0,1450443,1914754.0
long_term_assets,0.0,1645866.0,1240339,1158264.0
depreication,0.0,0.0,7917,29687.0
