,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,1161000000.0,1338000000.0,2014000000.0,844000000.0,1745000000.0,2360000000.0,1624000000.0,1900000000.0,1642000000.0,1517000000.0,1218000000.0,1244000000.0,949000000.0,1166000000.0,1029000000.0,1089000000.0,943000000.0,1374000000.0
net_income,0.0,247000000.0,-95000000.0,1234000000.0,-48000000.0,-436000000.0,-209000000.0,175000000.0,-206000000.0,206000000.0,-85000000.0,-949000000.0,-1342000000.0,128000000.0,-78000000.0,318000000.0,-632000000.0,-903000000.0
eps_diluted,0.0,0.37,-0.14,1.82,-0.07,-0.55,-0.27,0.23,-0.28,0.29,-0.13,-1.44,-2.03,0.19,-0.12,0.47,-0.95,-1.35
depreication,0.0,933000000.0,942000000.0,1001000000.0,1049000000.0,1178000000.0,1262000000.0,1394000000.0,1294000000.0,1245000000.0,1144000000.0,1176000000.0,1169000000.0,1003000000.0,1045000000.0,1068000000.0,1056000000.0,1053000000.0
long_term_assets,0.0,0.0,26117000000.0,27490000000.0,30748000000.0,31065000000.0,36117000000.0,33365000000.0,32672000000.0,30736000000.0,29703000000.0,29708000000.0,26714000000.0,27506000000.0,28417000000.0,29189000000.0,27607000000.0,30720000000.0
revenue,0.0,0.0,0.0,0.0,12974000000.0,15443000000.0,16098000000.0,17164000000.0,15891000000.0,16124000000.0,3219000000.0,2660000000.0,2643000000.0,2622000000.0,2431000000.0,2560000000.0,2770000000.0,3060000000.0
