,2014,2015,2016,2017,2019,2020,2021,2022
cash_and_equiv,2381000.0,4430000.0,6009000.0,7772000.0,5812000.0,6120000.0,10777000.0,10091000.0
long_term_assets,0.0,215000.0,1086000.0,1146000.0,1501000.0,1526000.0,712000.0,1281000.0
depreication,0.0,56000.0,65000.0,190000.0,251000.0,293000.0,281000.0,248000.0
net_income,0.0,0.0,2893000.0,1260000.0,-457000.0,113000.0,-734000.0,1672000.0
revenue,0.0,0.0,0.0,0.0,7305000.0,6888000.0,7478000.0,7493000.0
eps_diluted,0.0,0.0,0.0,0.0,-0.07,0.02,-0.12,0.19
