,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,22700000.0,21500000.0,26900000.0,159000000.0,106400000.0,122500000.0,49500000.0,297500000.0
revenue,0.0,2116000000.0,568100000.0,568100000.0,566700000.0,521200000.0,2462000000.0,2909000000.0
net_income,0.0,259100000.0,67000000.0,67000000.0,45500000.0,47100000.0,272900000.0,399800000.0
eps_diluted,0.0,0.0,0.37,0.37,0.27,0.28,1.61,2.38
long_term_debt,0.0,0.0,390900000.0,1403400000.0,1526800000.0,1398000000.0,1635500000.0,1732700000.0
long_term_assets,0.0,0.0,3992400000.0,3706200000.0,3841600000.0,3601700000.0,3762700000.0,3673000000.0
