,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,17201000.0,30121000.0,35497000.0,21705000.0,13009000.0,37643000.0,33375000.0,37588000.0,56642000.0,39977000.0,41489000.0,33766000.0,61412000.0,55010000.0,39351000.0
revenue,0.0,111685000.0,116645000.0,30397000.0,32800000.0,35457000.0,37151000.0,39838000.0,180380000.0,189702000.0,262841000.0,276222000.0,253227000.0,298836000.0,313789000.0
net_income,0.0,8679000.0,3944000.0,1866000.0,2083000.0,9026000.0,1776000.0,2636000.0,2897000.0,-3007000.0,-776000.0,-681000.0,-16682000.0,-14834000.0,-19192000.0
eps_diluted,0.0,0.3,0.14,0.07,0.07,0.31,0.06,0.09,0.09,-0.09,-0.02,-0.02,-0.44,-0.38,-0.48
depreication,0.0,4263000.0,3937000.0,4960000.0,5633000.0,5843000.0,6028000.0,5863000.0,8384000.0,9745000.0,18095000.0,18317000.0,20712000.0,23977000.0,22442000.0
long_term_debt,0.0,0.0,19328000.0,21457000.0,21430000.0,20722000.0,20627000.0,19605000.0,101676000.0,261894000.0,251404000.0,260930000.0,352131000.0,354076000.0,357782000.0
long_term_assets,0.0,0.0,35948000.0,63994000.0,79653000.0,68356000.0,70129000.0,71516000.0,168907000.0,410413000.0,391923000.0,418264000.0,554815000.0,545355000.0,515464000.0
