,2016,2017,2018,2019,2021,2022
revenue,2747000000.0,781800000.0,792100000.0,725700000.0,2793000000.0,3554200000.0
net_income,57700000.0,118800000.0,75600000.0,19400000.0,79400000.0,220800000.0
eps_diluted,0.23,0.6,0.84,2.37,0.27,0.77
depreication,240800000.0,212200000.0,218500000.0,222200000.0,218600000.0,217200000.0
cash_and_equiv,0.0,564400000.0,423400000.0,635300000.0,521400000.0,578400000.0
long_term_debt,0.0,4653500000.0,3684000000.0,3616500000.0,3435000000.0,3215300000.0
long_term_assets,0.0,5027500000.0,4908000000.0,5452700000.0,5519700000.0,4914200000.0
