,2011,2012,2013,2014,2015,2016,2017,2018,2019,2021,2022
cash_and_equiv,2762000.0,2294000.0,13868000.0,6872000.0,23476000.0,35666000.0,18751000.0,40739000.0,31825000.0,64909000.0,38541000.0
net_income,0.0,1293000.0,4893000.0,1409000.0,2672000.0,3289000.0,11505000.0,7659000.0,3575000.0,21018000.0,49973000.0
eps_diluted,0.0,0.52,0.7,0.25,0.33,0.31,1.06,0.62,0.28,1.65,3.27
long_term_debt,0.0,20511000.0,16218000.0,21777000.0,32950000.0,76017000.0,124992000.0,119941000.0,472545000.0,419512000.0,218415000.0
long_term_assets,0.0,11763000.0,12772000.0,19921000.0,38014000.0,108435000.0,174387000.0,254365000.0,641937000.0,592299000.0,645047000.0
depreication,0.0,1468000.0,1514000.0,1988000.0,3468000.0,6228000.0,13128000.0,17384000.0,25816000.0,42079000.0,38938000.0
revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158806000.0,297116000.0,343538000.0
