,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,32692.0,51955.0,22877.0,26841.0,37336.0,139485.0,324493
revenue,0.0,740412.0,444421.0,461298.0,514038.0,400662.0,391447
net_income,0.0,-650932.0,-445448.0,-3082860.0,-3709402.0,-4942113.0,-847385
long_term_assets,0.0,131195.0,91441.0,61778.0,11115.0,8537.0,520844
depreication,0.0,39694.0,39573.0,43303.0,8480.0,5793.0,2106
eps_diluted,0.0,0.0,0.0,0.0,0.0,-0.03,0
