,2016,2017,2018,2019,2020,2021,2022
revenue,0.0,508000.0,239000.0,37000.0,0.0,0.0,0.0
net_income,-13464000.0,-29406000.0,-24258000.0,-23641000.0,-11186000.0,-91564000.0,-44434000.0
cash_and_equiv,0.0,8485000.0,44551000.0,4801000.0,14508000.0,27446000.0,21092000.0
long_term_debt,0.0,7126000.0,25298000.0,44611000.0,64160000.0,19871000.0,21775000.0
long_term_assets,0.0,2584000.0,4900000.0,14033000.0,11320000.0,8243000.0,4389000.0
eps_diluted,0.0,0.0,0.0,0.0,-32.49,-8.41,-3.63
