,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,21036000.0,102116000.0,75968000.0,371013000.0,346480000.0,309187000.0,334430000.0,246078000.0,219167000.0
revenue,0.0,421711000.0,411162000.0,523940000.0,530614000.0,524876000.0,131334000.0,322843000.0,537972000.0
net_income,0.0,-85276000.0,17797000.0,42366000.0,19154000.0,-20910000.0,-142587000.0,-104628000.0,-68521000.0
eps_diluted,0.0,-1.49,0.3,0.69,0.27,-0.3,-2.21,-1.75,-1.28
depreication,0.0,14439000.0,12924000.0,13826000.0,15125000.0,22796000.0,29680000.0,34205000.0,36003000.0
long_term_debt,0.0,0.0,287149000.0,387606000.0,389162000.0,440808000.0,382685000.0,485395000.0,576070000.0
long_term_assets,0.0,0.0,108079000.0,104986000.0,106186000.0,184769000.0,350208000.0,335080000.0,339066000.0
