,2009,2010,2011,2012,2013,2014
cash_and_equiv,582.0,8619.0,147907.0,62050.0,29430.0,203.0
net_income,0.0,-80348.0,-2020161.0,-11042438.0,-21368353.0,-7695607.0
long_term_assets,0.0,55806.0,135237.0,225636.0,222145.0,5827.0
revenue,0.0,0.0,0.0,74179.0,310777.0,0.0
eps_diluted,0.0,0.0,-0.03,-0.09,-0.08,-3.3
depreication,0.0,0.0,0.0,0.0,19554.0,18711.0
