,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,3593000.0,4637000.0,9676000.0,7095000.0,30635000.0,12448000.0,39979000.0,45044000.0,22635000.0
net_income,0.0,-17898000.0,-14946000.0,6973000.0,-53689000.0,-40448000.0,-17750000.0,-28457000.0,8027000.0
long_term_debt,0.0,19943000.0,37927000.0,34238000.0,36888000.0,38239000.0,42759000.0,50777000.0,12712000.0
long_term_assets,0.0,92633000.0,20444000.0,21923000.0,18805000.0,23413000.0,6283000.0,4031000.0,6765000.0
depreication,0.0,2907000.0,3362000.0,3127000.0,2390000.0,2235000.0,1406000.0,1144000.0,901000.0
revenue,0.0,0.0,0.0,14658000.0,23067000.0,32424000.0,4309000.0,12292000.0,3114000.0
eps_diluted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.07,1.57
