,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
cash_and_equiv,54525000.0,176804000.0,315862000.0,445226000.0,263606000.0,110247000.0,237125000.0,245088000.0,225143000.0,245956000.0,291764000.0,429970000.0,589692000.0,649436000.0,1089361000.0,843527000.0,981795000.0
net_income,0.0,73948000.0,116786000.0,158235000.0,0.0,0.0,0.0,0.0,0.0,122265000.0,86341000.0,196374000.0,201593000.0,255536000.0,232943000.0,278662000.0,91787000.0
eps_diluted,0.0,1.87,2.96,2.27,3.18,2.77,4.04,4.5,4.78,1.27,2.69,6.68,7.14,8.99,8.42,10.48,3.46
long_term_assets,0.0,0.0,78056000.0,93262000.0,328294000.0,376478000.0,430425000.0,440342000.0,483340000.0,492303000.0,370959000.0,353689000.0,331801000.0,571007000.0,516906000.0,580122000.0,645950000.0
depreication,0.0,0.0,0.0,0.0,25427000.0,33420000.0,41370000.0,10538000.0,49150000.0,49741000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,810478000.0,873800000.0,938735000.0,1077759000.0,1187752000.0,1345640000.0,791571000.0
