,2017,2018,2019,2020,2021,2022
net_income,-24995000.0,-49326000.0,-51000000.0,-86483000.0,-131799000.0,-134502000.0
cash_and_equiv,56461000.0,115069000.0,36308000.0,160358000.0,212835000.0,103275000.0
long_term_debt,5024000.0,31123000.0,32814000.0,68564000.0,116297000.0,87389000.0
long_term_assets,2436000.0,3395000.0,11214000.0,43901000.0,39126000.0,30144000.0
depreication,669000.0,807000.0,1303000.0,1491000.0,2627000.0,2986000.0
revenue,0.0,0.0,20492000.0,15403000.0,18816000.0,33193000.0
eps_diluted,0.0,0.0,0.0,-2.81,-3.59,-2.26
