,2019,2020,2021,2022
revenue,277533000.0,958000000.0,1815000000.0,1358000000.0
net_income,-106569000.0,7000000.0,-3687000000.0,-1028000000.0
eps_diluted,-0.48,0.01,-7.49,-1.17
cash_and_equiv,644050000.0,1403000000.0,6253000000.0,6339000000.0
depreication,5444000.0,10000000.0,26000000.0,61000000.0
long_term_assets,0.0,115890000.0,486000000.0,420000000.0
