,2020,2021,2022
revenue,1085000.0,10141000.0,13535000.0
net_income,-26127000.0,-48625000.0,-66221000.0
cash_and_equiv,34791000.0,161405000.0,120027000.0
long_term_debt,17446000.0,21343000.0,46595000.0
long_term_assets,13293000.0,22453000.0,74964000.0
depreication,1200000.0,3300000.0,5100000.0
eps_diluted,0.0,-4.17,-2.75
