,2020,2021,2022
revenue,1037918.0,1179689.0,1206218.0
net_income,-6914992.0,-7537845.0,-11394170.0
eps_diluted,-7.2,-1.12,-0.96
cash_and_equiv,3322226.0,24783029.0,12961936.0
long_term_assets,3742809.0,2945270.0,2764079.0
depreication,679653.0,591068.0,561233.0
