,2019,2020,2021,2022
revenue,629528000.0,574941000.0,758357000.0,876506000.0
net_income,920000.0,60403000.0,-22045000.0,112900000.0
eps_diluted,0.0,0.22,-0.08,0.34
depreication,39468000.0,45289000.0,50559000.0,61580000.0
cash_and_equiv,0.0,114647000.0,19738000.0,65152000.0
long_term_assets,0.0,1813483000.0,2389258000.0,2580095000.0
