,2010,2011,2012,2013,2020,2021
revenue,192170,478905,0,0,0.0,0.0
net_income,-21473,-215714,0,0,-28125.0,-47797.0
cash_and_equiv,0,112895,57741,17088,43436.0,138.0
long_term_debt,282152,163677,114416,52072,1030.0,99263.0
long_term_assets,212911,165194,172460,55598,0.0,0.0
depreication,81667,79316,102919,51999,0.0,0.0
