,2018,2019,2020,2021,2022
revenue,1076827.0,7682583.0,22125320,12258451,10978571
net_income,-1100000.0,-1755042.0,-2200000,-1081946,-11072016
depreication,59834.0,301368.0,307563,388319,87973
long_term_debt,0.0,3222725.0,12987856,4268538,8897248
long_term_assets,0.0,1614108.0,1096231,299351,7979171
cash_and_equiv,0.0,0.0,7027964,26634332,23716768
