,2019,2020,2021,2022
revenue,317975000.0,403389000.0,630456000.0,695736000.0
net_income,7457000.0,15983000.0,-62348000.0,-5694000.0
eps_diluted,0.08,0.16,-0.56,-0.05
depreication,6000000.0,8000000.0,9700000.0,10000000.0
long_term_debt,0.0,93937000.0,395573000.0,399746000.0
long_term_assets,0.0,479350000.0,565417000.0,614676000.0
