,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,4379000000.0,1847000000.0,1124000000.0,2082000000.0,1398000000.0,2698000000.0,2484000000.0,2356000000.0,2291000000.0,10077000000.0,4009000000.0,2337000000.0,2008000000.0,2268000000.0,2563000000.0,3044000000.0,2346000000.0
revenue,0.0,15264000000.0,18279000000.0,14675000000.0,17973000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
net_income,0.0,3486000000.0,2224000000.0,1145000000.0,1835000000.0,2839000000.0,2635000000.0,2125000000.0,3500000000.0,-671000000.0,-5763000000.0,-463000000.0,1656000000.0,-1131000000.0,-2945000000.0,1457000000.0,1572000000.0
eps_diluted,0.0,3.65,2.45,1.27,2.01,3.08,2.84,2.36,4.11,-0.79,-6.69,-0.53,1.89,-1.29,0.0,0.0,0.0
depreication,0.0,583000000.0,738000000.0,931000000.0,1119000000.0,1359000000.0,1628000000.0,1900000000.0,2126000000.0,1835000000.0,1503000000.0,1556000000.0,1606000000.0,1625000000.0,1058000000.0,904000000.0,940000000.0
long_term_debt,0.0,0.0,2781000000.0,7463000000.0,6581000000.0,8941000000.0,9572000000.0,12842000000.0,13645000000.0,20683000000.0,16237000000.0,15292000000.0,15114000000.0,15194000000.0,13553000000.0,13433000000.0,13273000000.0
long_term_assets,0.0,0.0,6974000000.0,7900000000.0,9411000000.0,12100000000.0,14324000000.0,15519000000.0,17518000000.0,16872000000.0,15323000000.0,14308000000.0,14831000000.0,14165000000.0,11205000000.0,12378000000.0,12303000000.0
