,2019,2020,2021,2022
revenue,80460000.0,88072000.0,142835000.0,169495000.0
net_income,1241000.0,-1710000.0,-13558000.0,-27009000.0
eps_diluted,0.0,-0.06,-0.36,-0.33
cash_and_equiv,9990000.0,34401000.0,98398000.0,103787000.0
depreication,2845000.0,3248000.0,5197000.0,5388000.0
long_term_debt,0.0,69521000.0,121192000.0,111796000.0
long_term_assets,0.0,24069000.0,25571000.0,23126000.0
