,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,310100000.0,602500000.0,779900000.0,799500000.0,417800000.0,622300000.0,678700000.0,551100000.0,354300000.0,631500000.0,1864900000.0,600700000.0
net_income,0.0,106000000.0,-86000000.0,151100000.0,-218400000.0,-1359100000.0,73100000.0,81500000.0,-19000000.0,-175000000.0,-68900000.0,-140600000.0
eps_diluted,0.0,1.12,-0.87,1.1,-1.51,-9.48,0.52,0.6,-0.14,-1.29,-0.52,-1.04
depreication,0.0,135300000.0,358900000.0,206100000.0,182400000.0,457000000.0,444800000.0,423600000.0,297100000.0,287700000.0,296800000.0,338600000.0
revenue,0.0,0.0,800000.0,0.0,0.0,5280600000.0,1283000000.0,1195200000.0,1322800000.0,1289500000.0,4138700000.0,4451600000.0
long_term_debt,0.0,0.0,2677200000.0,4131900000.0,3373100000.0,7060800000.0,4706800000.0,4589600000.0,4701600000.0,4909600000.0,4504600000.0,5184000000.0
long_term_assets,0.0,0.0,3100000000.0,11333500000.0,16558000000.0,11064800000.0,8809200000.0,8081200000.0,8570800000.0,8354900000.0,6565800000.0,8297400000.0
