,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
net_income,-188699.0,-1660799.0,-4827937.0,-4401786.0,-2974467.0,-2320962.0,-901558.0,-2019938.0,-2024211.0,-2722412.0,-2370901.0,-1924110.0,-2800251.0,-2153474.0,-4409785.0,-12553000.0,-3283000.0,-7885000.0
cash_and_equiv,0.0,0.0,0.0,0.0,0.0,0.0,114835.0,232471.0,1842149.0,1085006.0,1851021.0,192826.0,1965043.0,1182387.0,1173900.0,3175000.0,56308000.0,20068000.0
eps_diluted,0.0,0.0,0.0,0.0,0.0,-0.12,-0.03,-0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
long_term_assets,0.0,0.0,0.0,0.0,0.0,29200.0,18414.0,145048.0,152137.0,251284.0,133035.0,87370.0,26951.0,425416.0,709211.0,4610000.0,9153000.0,14404000.0
depreication,0.0,0.0,0.0,0.0,0.0,8976.0,10786.0,20585.0,38130.0,45586.0,47165.0,46515.0,45377.0,19392.0,30054.0,242000.0,487000.0,855000.0
revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292508.0,250227.0,924419.0,16566000.0,42160000.0,48036000.0
