,2017,2018,2019,2020,2021,2022
net_income,-2784.0,1679963.0,-98895000.0,-136392000.0,-88564000.0,-60828000.0
long_term_debt,169229.0,756841.0,569496000.0,169481000.0,191565000.0,147051000.0
long_term_assets,166500.0,212916691.0,95887000.0,120626000.0,104935000.0,96562000.0
revenue,0.0,0.0,13709000.0,47044000.0,110734000.0,33229000.0
eps_diluted,0.0,0.0,-327.95,-3.92,-1.47,-0.36
depreication,0.0,0.0,2078000.0,5849000.0,8429000.0,3356000.0
cash_and_equiv,0.0,0.0,0.0,0.0,12342000.0,141984000.0
