,2020,2021,2022
revenue,58788273.0,114816635.0,125570441.0
net_income,-32392740.0,-75168363.0,-38093756.0
eps_diluted,-0.17,-0.38,-0.18
cash_and_equiv,84285383.0,76983728.0,68279539.0
long_term_assets,1110345.0,2112673.0,2445078.0
depreication,428374.0,749111.0,847126.0
