,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,530400000.0,382300000.0,405600000.0,895300000.0,813200000.0,1074800000.0,770700000.0,644500000.0
net_income,0.0,-434200000.0,-221300000.0,-18000000.0,3100000.0,-27300000.0,250000000.0,196400000.0
depreication,0.0,260600000.0,270600000.0,290000000.0,296700000.0,263600000.0,172100000.0,146900000.0
revenue,0.0,0.0,6923900000.0,2401900000.0,2607500000.0,2273100000.0,9388700000.0,10105700000.0
eps_diluted,0.0,0.0,0.14,-0.09,0.01,-0.12,1.1,0.86
long_term_debt,0.0,0.0,4749600000.0,4732300000.0,4942900000.0,5301200000.0,5655000000.0,5602100000.0
long_term_assets,0.0,0.0,3882900000.0,3802700000.0,4302600000.0,4447200000.0,5060100000.0,5182500000.0
