,2017,2018,2019,2020,2021,2022
cash_and_equiv,143743000.0,206551000.0,193787000.0,169122000.0,4586000.0,29382000.0
revenue,0.0,419135000.0,558248000.0,502217000.0,529907000.0,2120000.0
net_income,0.0,36008000.0,34296000.0,-106585000.0,-772022000.0,-168903000.0
eps_diluted,0.0,-0.0255,0.0051,-0.0165,-0.1168,0.0
long_term_debt,0.0,455560000.0,706953000.0,1055128000.0,907776000.0,857494000.0
long_term_assets,0.0,252322000.0,510441000.0,835498000.0,5720000.0,0.0
