,2016,2017,2018,2019,2020,2021,2022
revenue,258754000.0,115616000.0,258664000.0,233240000.0,175711000.0,1244540000.0,1651980000.0
net_income,-208087000.0,-85760000.0,306286000.0,304000.0,-430743000.0,-182952000.0,381915000.0
eps_diluted,-7.99,-2.74,5.66,0.01,-5.73,-2.24,4.56
depreication,124689000.0,157352000.0,288719000.0,345931000.0,364346000.0,395994000.0,414630000.0
cash_and_equiv,0.0,32191000.0,139914000.0,87022000.0,34233000.0,69852000.0,44145000.0
long_term_debt,0.0,725529000.0,1035279000.0,1103433000.0,1433046000.0,1563253000.0,1192398000.0
long_term_assets,0.0,1094408000.0,2063140000.0,2295498000.0,2587154000.0,2426812000.0,2690797000.0
