,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
net_income,-160000.0,-5687000.0,-9517000.0,-17857000.0,-26608000.0,-25231000.0,-7649000.0,-32670000.0,-13244000.0,-30225000.0,-8903000.0,-10401000.0,-9476000.0,-14756000.0,-18272000.0,194538000.0,-15746000.0,-22772000.0,-78751000.0,-37730000.0
cash_and_equiv,0.0,0.0,0.0,0.0,0.0,11379000.0,48839000.0,60392000.0,104713000.0,73306000.0,68204000.0,42803000.0,140717000.0,81053000.0,70946000.0,61729000.0,79741000.0,115069000.0,76054000.0,39058000.0
depreication,0.0,0.0,0.0,0.0,0.0,0.0,330000.0,188000.0,268000.0,658000.0,738000.0,462000.0,357000.0,290000.0,0.0,0.0,0.0,0.0,0.0,0.0
long_term_assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,704000.0,2003000.0,3128000.0,1457000.0,1150000.0,1203000.0,1464000.0,14823000.0,10766000.0,3622000.0,15756000.0,16034000.0,11138000.0
revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,200000.0,0.0,0.0,6861000.0,1597000.0,0.0,0.0,0.0,398000.0,2922000.0
eps_diluted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.32,-0.53,1.29,-0.09,-0.11,-0.37,-0.17
