,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,268323.0,497944.0,1048660.0,8039562.0,3476880.0,4362232.0,14472483.0,19994000.0,20925000.0,9340000.0,12299000.0
net_income,0.0,-177996.0,-4509250.0,-4687378.0,-8796723.0,-5565156.0,-2138480.0,-872000.0,-8813000.0,2836000.0,5432000.0
eps_diluted,0.0,-0.03,-0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
long_term_debt,0.0,3408543.0,9259394.0,11094522.0,22557897.0,4322015.0,8157946.0,11178000.0,29024000.0,29562000.0,22398000.0
long_term_assets,0.0,3984907.0,18522560.0,15790665.0,19884224.0,16595943.0,21549688.0,25401000.0,93180000.0,105289000.0,101521000.0
depreication,0.0,948531.0,2791368.0,4598610.0,5108035.0,4299943.0,2853827.0,3006000.0,9905000.0,12195000.0,11725000.0
revenue,0.0,0.0,0.0,0.0,0.0,31810635.0,50545781.0,64439000.0,105122000.0,139599000.0,138826000.0
