,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
cash_and_equiv,377995000.0,222076000.0,497446000.0,126126000.0,140809000.0,505566000.0,579823000.0,157947000.0,187915000.0,267441000.0,235487000.0,240320000.0,1376577000.0,344829000.0,381576000.0
eps_diluted,0.0,0.37,0.5,0.62,0.74,0.78,0.86,0.84,0.93,1.26,1.42,2.31,2.62,10.17,10.68
depreication,0.0,256771000.0,254927000.0,275408000.0,302911000.0,332837000.0,342353000.0,352431000.0,379931000.0,404231000.0,454134000.0,504804000.0,574237000.0,641316000.0,724877000.0
long_term_debt,0.0,0.0,1365373000.0,1509902000.0,1738547000.0,1811971000.0,1962472000.0,1995596000.0,2622805000.0,2964878000.0,3015857000.0,7454998000.0,9841758000.0,10151425000.0,5887768000.0
long_term_assets,0.0,0.0,7178397000.0,7413446000.0,7690569000.0,7661917000.0,7676033000.0,7825475000.0,7994527000.0,8269059000.0,8541018000.0,17647216000.0,18948405000.0,20023528000.0,21502358000.0
net_income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235315000.0,252533000.0,334142000.0,365550000.0,574260000.0,642743000.0,2399232000.0,2415989000.0
revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5903606000.0,6417462000.0,6991393000.0,8199625000.0,8414524000.0,34220449000.0,37844863000.0
