,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,19048000.0,23867000.0,20793000.0,91905000.0,98117000.0,28975000.0,46567000.0,40621000.0,45742000,83281000.0,78925000.0,0.0
revenue,0.0,120066000.0,141738000.0,179507000.0,198955000.0,227297000.0,55517000.0,61825000.0,60316000,62655000.0,70671000.0,77634000.0
net_income,0.0,-90150000.0,-27096000.0,-34720000.0,-41897000.0,-22391000.0,786000.0,-1608000.0,51000,7841000.0,10728000.0,18030000.0
eps_diluted,0.0,-10.8,-3.14,-0.74,0.0,0.0,0.01,-0.02,0,0.1,0.13,0.24
depreication,0.0,5294000.0,7080000.0,10121000.0,8716000.0,8267000.0,8511000.0,7880000.0,10028000,11303000.0,8907000.0,7381000.0
long_term_assets,0.0,0.0,15075000.0,15639000.0,13301000.0,20029000.0,21056000.0,20937000.0,53114000,48508000.0,109066000.0,112114000.0
