,2017,2018,2019,2020,2021,2022
net_income,-693.0,23260347.0,-21341000.0,-161632000.0,156175000.0,69316000.0
cash_and_equiv,119821.0,947098.0,0.0,0.0,0.0,0.0
long_term_debt,286309.0,269861645.0,550885000.0,1206767000.0,2703364000.0,2644481000.0
long_term_assets,190795.0,278166380.0,365123000.0,1450221000.0,4580426000.0,4634279000.0
revenue,0.0,345278337.0,529644000.0,1056389000.0,2454535000.0,2970595000.0
eps_diluted,0.0,0.0,-0.95,-3.08,0.67,0.33
depreication,0.0,0.0,62567000.0,82445000.0,258053000.0,351178000.0
