,2018,2019,2020,2021,2022
net_income,-43693.0,-103596000.0,-34015000.0,-240334000.0,-740343000.0
cash_and_equiv,29043000.0,66161000.0,483525000.0,65017000.0,76291000.0
long_term_debt,344371.0,30614000.0,40499000.0,104613000.0,83387000.0
long_term_assets,206542.0,26980000.0,29317000.0,986587000.0,417931000.0
revenue,0.0,26439000.0,16470000.0,112408000.0,209023000.0
depreication,0.0,8087000.0,8589000.0,24854000.0,50767000.0
eps_diluted,0.0,0.0,-0.22,-0.92,-2.35
