,2016,2017,2018,2019,2020,2021,2022
revenue,8460653.0,20244419.0,34958748.0,10451000.0,8642000.0,23420000.0,36002000.0
net_income,-1854556.0,-7491990.0,-16823000.0,-18082000.0,-75347000.0,-29876000.0,-43995000.0
long_term_assets,453386.0,414545.0,5355000.0,10600000.0,8387000.0,57262000.0,7764000.0
depreication,23222.0,65369.0,274000.0,194000.0,272000.0,357000.0,509000.0
cash_and_equiv,0.0,5897000.0,1650000.0,1561000.0,4303000.0,1199000.0,0.0
eps_diluted,0.0,0.0,0.0,0.0,-4.13,-88.67,-149.75
