,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
depreication,42200000.0,12800000.0,88000000.0,251000000.0,155700000.0,156000000.0,156700000.0,154700000.0,161400000.0,163900000.0,161300000.0
eps_diluted,0.0,-2.1,-1.59,-0.6,-0.01,-0.49,0.13,0.29,0.3,0.82,0.76
cash_and_equiv,0.0,123000000.0,397300000.0,432200000.0,422600000.0,258400000.0,233600000.0,190100000.0,291900000.0,330100000.0,265600000.0
long_term_debt,0.0,871000000.0,1656600000.0,6388600000.0,6318600000.0,6596800000.0,6544700000.0,1836300000.0,1849400000.0,2345300000.0,2258400000.0
long_term_assets,0.0,1876700000.0,2970800000.0,7952600000.0,7982900000.0,7911800000.0,6919300000.0,3491000000.0,3493500000.0,3923900000.0,3715000000.0
net_income,0.0,0.0,-34000000.0,-129600000.0,-1900000.0,-18800000.0,-14200000.0,74400000.0,0.0,0.0,0.0
revenue,0.0,0.0,0.0,0.0,1770100000.0,488600000.0,478400000.0,454700000.0,1853700000.0,2399800000.0,2549400000.0
