,2017,2018,2019,2020,2021,2022
net_income,-1106357.0,-4992000.0,-7567000.0,-8918000.0,-39052000.0,-62428000.0
cash_and_equiv,7103553.0,28508000.0,13219000.0,23982000.0,50366000.0,59107000.0
long_term_debt,568820.0,2028000.0,13564000.0,17186000.0,19093000.0,41109000.0
long_term_assets,2077.0,64000.0,108000.0,254000.0,2035000.0,1686000.0
depreication,122.0,6000.0,23000.0,45000.0,72000.0,118000.0
eps_diluted,0.0,0.0,0.0,0.0,-1.36,-1.85
revenue,0.0,0.0,0.0,0.0,0.0,15759000.0
