,2014,2015,2016,2017,2018,2019,2020,2021,2022
revenue,0.0,257220.0,37452.0,0.0,0.0,0.0,0.0,0.0,0.0
net_income,-145103.0,-160698.0,-86117.0,-197844.0,-483115.0,-23428995.0,-4348855.0,-16883095.0,-8444131.0
cash_and_equiv,45980.0,5350.0,2181.0,13426.0,390.0,167095.0,62952.0,556584.0,72534.0
long_term_debt,0.0,163651.0,312823.0,579117.0,0.0,1130203.0,757063.0,3377887.0,5213294.0
long_term_assets,0.0,0.0,48172.0,144777.0,27069.0,16517.0,5965.0,414.0,43260.0
depreication,0.0,0.0,5138.0,10552.0,10551.0,10551.0,10552.0,5552.0,2374.0
eps_diluted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18,-0.09
