,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,31811000.0,123709000.0,146638000.0,172246000.0,43056000.0,48651000.0,156042000.0,170725000.0,130756000,94255000.0
long_term_debt,280125000.0,461375000.0,541849000.0,558662000.0,572008000.0,693101000.0,2354788000.0,2341500000.0,1894826000,1778838000.0
long_term_assets,552782000.0,577662000.0,865210000.0,965682000.0,1020349000.0,1146255000.0,3240987000.0,2472228000.0,2250808000,1885778000.0
revenue,0.0,186796000.0,333649000.0,333584000.0,1342004000.0,416039000.0,699274000.0,3405670000.0,3208083000,2945303000.0
net_income,0.0,-3205000.0,67614000.0,31641000.0,-915000.0,18196000.0,-119842000.0,-670479000.0,-134962000,-78002000.0
eps_diluted,0.0,0.3,1.26,0.31,0.5,0.22,-1.05,-5.09,-1,-0.57
depreication,0.0,41450000.0,67752000.0,67774000.0,74394000.0,84791000.0,111882000.0,263819000.0,203958000,182022000.0
