,2017,2018,2019,2020,2021,2022
cash_and_equiv,6430438.0,11658284.0,9439106.0,10966012.0,13916155.0,1655549.0
revenue,0.0,13538999.0,17925476.0,23181084.0,7409272.0,38125668.0
net_income,0.0,7477066.0,9746385.0,12087527.0,-8403260.0,-22404366.0
depreication,0.0,20882.0,167876.0,865426.0,988672.0,2062499.0
long_term_assets,0.0,0.0,7405352.0,11479238.0,24349526.0,62384541.0
eps_diluted,0.0,0.0,0.0,0.72,-0.36,-0.9
