,2020,2021,2022
revenue,94090658.0,318718580.0,440515746.0
net_income,-4223533.0,23743758.0,34584498.0
eps_diluted,-0.25,0.25,0.34
cash_and_equiv,32418220.0,175537221.0,157335323.0
long_term_debt,23638342.0,57875921.0,100158490.0
long_term_assets,41748695.0,53570161.0,122196723.0
depreication,5507655.0,7511579.0,10565578.0
