,2019,2020,2021,2022
net_income,-1862852.0,-3795959.0,134000.0,-326000.0
revenue,0.0,0.0,1334000.0,19085000.0
eps_diluted,0.0,0.0,0.05,-0.86
cash_and_equiv,0.0,0.0,1673000.0,8454000.0
long_term_assets,0.0,0.0,45880000.0,64847000.0
depreication,0.0,0.0,354000.0,4896000.0
