,2006,2007,2008,2009,2010,2011,2012,2013
cash_and_equiv,288575000.0,314794000.0,68382000.0,160280000.0,95560000.0,179447000.0,298068000.0,139101000.0
revenue,0.0,461435000.0,406285000.0,640076000.0,0.0,0.0,0.0,0.0
eps_diluted,0.0,1.04,0.5,0.55,2.0,-3.36,1.81,-2.35
depreication,0.0,27757000.0,36133000.0,72461000.0,192486000.0,261781000.0,271861000.0,296078000.0
long_term_debt,0.0,0.0,185882000.0,905460000.0,953311000.0,1174539000.0,1106668000.0,1210654000.0
long_term_assets,0.0,0.0,3027530000.0,3643317000.0,4826129000.0,4212682000.0,4352850000.0,4154528000.0
