,2017,2018,2019,2020,2021,2022
revenue,3635371.0,5307891.0,400000.0,6300000.0,2400000.0,3400000.0
net_income,640960.0,1946883.0,429227.0,-14882699.0,0.0,0.0
depreication,11320.0,16458.0,50323.0,120728.0,208956.0,158605.0
cash_and_equiv,0.0,72965.0,6459702.0,409657.0,5596740.0,1750137.0
long_term_assets,0.0,49378.0,1755302.0,40547613.0,1550483.0,2144495.0
eps_diluted,0.0,0.0,0.0,0.0,-0.9,-0.31
