,2019,2020,2021,2022
revenue,182663000.0,243917000.0,332741000.0,452418000.0
net_income,23307000.0,20453000.0,29308000.0,43268000.0
eps_diluted,0.16,0.14,0.18,0.25
cash_and_equiv,10920000.0,33354000.0,221591000.0,267813000.0
depreication,21813000.0,24595000.0,30285000.0,34328000.0
long_term_assets,0.0,369399000.0,524370000.0,591932000.0
