,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,2810000.0,945000.0,314000.0,364000.0,361000.0,168000.0,5932000.0,2528000.0,2785000.0,0.0,4055000.0,14074000.0,9947000,18848000.0
net_income,0.0,-1556000.0,358000.0,-1011000.0,-1890000.0,-1355000.0,-4662000.0,1173000.0,-2372000.0,-7564000.0,-17763000.0,-14347000.0,6000,19599000.0
eps_diluted,0.0,-0.11,0.02,-0.05,0.0,-0.09,-0.68,0.12,-0.25,0.0,-1.5,-1.14,0,0.17
long_term_assets,0.0,814000.0,4388000.0,3817000.0,3520000.0,3119000.0,13844000.0,30329000.0,112838000.0,107367000.0,97379000.0,88499000.0,83904000,77332000.0
depreication,0.0,243000.0,713000.0,546000.0,485000.0,498000.0,176000.0,331000.0,426000.0,390000.0,5935000.0,5286000.0,4400000,3840000.0
revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134978000.0,165284000.0,151674000.0,129835000.0,148880000,165112000.0
