,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,21975000.0,18424000.0,63000000.0,65180000.0,54738000.0,44555000.0,46428000.0,49276000.0,64990000.0,106442000.0,49851000.0
net_income,0.0,5200000.0,6229000.0,4564000.0,7812000.0,-8347000.0,7115000.0,6612000.0,-1273000.0,56791000.0,31253000.0
eps_diluted,0.0,0.18,0.21,0.16,0.28,-0.31,0.27,0.26,-0.05,2.24,1.24
depreication,0.0,17447000.0,17889000.0,19607000.0,19869000.0,23904000.0,26376000.0,28873000.0,30872000.0,34020000.0,29411000.0
long_term_assets,0.0,0.0,117396000.0,129065000.0,148354000.0,166779000.0,171770000.0,208798000.0,216422000.0,230668000.0,274684000.0
revenue,0.0,0.0,0.0,0.0,0.0,258151000.0,284149000.0,307084000.0,286156000.0,1291807000.0,1349535000.0
