,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,2492611.0,3387288.0,5249511.0,19728200.0,14152601.0,28371828.0,19461850.0,22863520.0
net_income,0.0,-3533443.0,-5129987.0,-17253108.0,-21156758.0,-19769867.0,-12778387.0,-28011157.0
long_term_assets,0.0,43192.0,356660.0,154538.0,348338.0,515415.0,9657201.0,3393907.0
depreication,0.0,12802.0,25466.0,19129.0,15343.0,95415.0,221563.0,307430.0
revenue,0.0,0.0,0.0,0.0,0.0,2000000.0,14000000.0,0.0
eps_diluted,0.0,0.0,0.0,0.0,0.0,-0.94,-0.49,-0.83
