,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,1828173.0,3018566.0,1572785.0,7713899.0,1186033.0,5486526.0,3721765.0,1673072.0,272552.0,877676.0,1490219.0,3614463.0,1913969.0
net_income,0.0,-1574501.0,-1636957.0,-3449489.0,-3745812.0,-2727413.0,-1096283.0,47436.0,-5708532.0,-4709019.0,-6150507.0,3696000.0,-2447927.0
long_term_assets,0.0,662825.0,847057.0,1704648.0,1812906.0,1687660.0,3682405.0,29010375.0,23535821.0,13207488.0,7879282.0,7387473.0,6222249.0
depreication,0.0,158286.0,203775.0,256459.0,278865.0,271727.0,264005.0,587822.0,789123.0,437102.0,414127.0,469854.0,428348.0
eps_diluted,0.0,0.0,0.0,0.0,0.0,0.0,-0.06,0.0,-0.23,0.0,-0.25,0.15,-0.1
revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35883684.0,33426448.0,28254579.0,24398073.0,25002614.0
