,2019,2020,2021,2022
revenue,5995000.0,159742000.0,305440000.0,437855000.0
net_income,-151977000.0,-36944000.0,34597000.0,181468000.0
eps_diluted,-24.07,-2.48,0.58,2.97
cash_and_equiv,24457000.0,228631000.0,234309000.0,243784000.0
long_term_debt,117838000.0,328789000.0,243759000.0,268531000.0
long_term_assets,75206000.0,164183000.0,149004000.0,273585000.0
