,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
net_income,-159387.0,-2449668.0,-43248235.0,-3053395.0,-7446232.0,-3427417.0,-4205840.0,-17938704.0,10381420.0,-1810425.0,-10752458.0,-11317344.0
cash_and_equiv,3348.0,93228.0,205571.0,1270.0,40108.0,382167.0,229882.0,2863148.0,21386934.0,23436417.0,6286468.0,1160358.0
long_term_assets,0.0,0.0,14103905.0,13235230.0,12366555.0,12825076.0,12632868.0,10562544.0,22043348.0,23195491.0,13810516.0,26808832.0
revenue,0.0,0.0,0.0,0.0,0.0,0.0,1995000.0,2074950.0,130138574.0,52618478.0,15439199.0,7639165.0
eps_diluted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.41,0.2,-0.04,-0.23,-0.25
depreication,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210292.0,191404.0
