,2019,2020,2021,2022
revenue,263518000.0,302871000.0,346456000,371769000.0
net_income,-2512000.0,-7158000.0,127000,16707000.0
eps_diluted,-0.02,-0.05,0,0.09
depreication,54139000.0,56450000.0,33771000,24440000.0
cash_and_equiv,0.0,99790000.0,66736000,98847000.0
long_term_debt,0.0,54827000.0,399757000,398802000.0
long_term_assets,0.0,944013000.0,934710000,924701000.0
