,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,543000.0,2200000.0,647000.0,4122000.0,783000.0,1693000.0,545000.0,1441000.0,1620000.0,6180000.0,7563000.0
net_income,0.0,1592000.0,-19243000.0,3505000.0,-5813000.0,-5243000.0,-8214000.0,-8330000.0,-6900000.0,-12338000.0,13392000.0
long_term_debt,0.0,0.0,74004000.0,92294000.0,86701000.0,79399000.0,76967000.0,81455000.0,58631000.0,100610000.0,78311000.0
long_term_assets,0.0,0.0,118567000.0,135694000.0,126556000.0,120918000.0,112310000.0,91534000.0,87785000.0,123460000.0,117848000.0
eps_diluted,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,-1.3,-1.43,1.06
revenue,0.0,0.0,0.0,0.0,30387000.0,29579000.0,28457000.0,27753000.0,21711000.0,25341000.0,58344000.0
