,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,8144000.0,6642000.0,3001000.0,8818000.0,6661000.0,0.0,18173000.0,22668000.0,14424000.0,15259000.0,5452000.0,0.0,11221000.0,8806000.0
revenue,0.0,77896000.0,30006000.0,22947000.0,22462000.0,28187000.0,33511000.0,208941000.0,64161000.0,86438000.0,129416000.0,104508000.0,92218000.0,113256000.0
eps_diluted,0.0,0.37,-0.11,-2.37,0.09,0.53,0.1,0.18,0.36,0.11,0.27,0.21,-0.07,-0.03
long_term_debt,0.0,16299000.0,30204000.0,27756000.0,17819000.0,0.0,18447000.0,51052000.0,56358000.0,162096000.0,262329000.0,0.0,217781000.0,234616000.0
long_term_assets,0.0,15095000.0,21957000.0,4750000.0,4712000.0,0.0,3346000.0,33106000.0,54982000.0,164817000.0,264440000.0,0.0,245463000.0,235700000.0
depreication,0.0,1042000.0,877000.0,671000.0,517000.0,0.0,459000.0,3204000.0,3949000.0,6060000.0,15027000.0,0.0,17146000.0,17489000.0
net_income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-890000.0,-425000.0
