,2018,2019,2020,2021,2022
revenue,290783000.0,647899000.0,872662000.0,853318000.0,1637546000.0
net_income,-60764000.0,39745000.0,59073000.0,-50403000.0,4432000.0
eps_diluted,-0.51,0.33,0.49,-0.51,-0.29
depreication,26708000.0,25500000.0,25514000.0,23930000.0,99139000.0
cash_and_equiv,0.0,310262000.0,108441000.0,367670000.0,133901000.0
long_term_debt,0.0,646569000.0,717386000.0,956361000.0,1185614000.0
long_term_assets,0.0,303897000.0,280849000.0,290946000.0,874843000.0
