,2017,2018,2019,2020,2021,2022
revenue,9393000.0,13157000.0,18154000.0,78648000.0,85494000.0,65047000.0
net_income,-23598000.0,-3555000.0,-6645000.0,-41280000.0,-65226000.0,-113315000.0
depreication,1216000.0,3066000.0,4748000.0,5758000.0,6014000.0,8432000.0
cash_and_equiv,0.0,19744000.0,55046000.0,68525000.0,105585000.0,89128000.0
long_term_debt,0.0,57850000.0,49962000.0,40636000.0,31313000.0,33131000.0
long_term_assets,0.0,12111000.0,17713000.0,24123000.0,78297000.0,93001000.0
eps_diluted,0.0,0.0,0.0,-1.2,-1.49,-2.48
