,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,349072.0,10128320.0,11747138.0,14186624.0,7743181.0,23090682.0,43248021.0,16255000.0,614159000.0
net_income,0.0,-2149804.0,-3067615.0,-8240583.0,-11206648.0,9971260.0,8524000.0,3937000.0,-187282000.0
long_term_assets,0.0,21319.0,33533.0,62642.0,121854.0,38873335.0,38139108.0,51657000.0,304098000.0
depreication,0.0,33043.0,16951.0,20425.0,72162.0,66939.0,0.0,0.0,0.0
revenue,0.0,0.0,0.0,36164064.0,52603986.0,75146546.0,130726000.0,314272000.0,653604000.0
eps_diluted,0.0,0.0,0.0,0.0,-0.23,0.16,0.11,0.05,-2.63
